id,origin,destination,arrival_time
0,4,8,8.824205110349897
1,7,6,11.412509984002957
2,5,6,12.947227466204815
3,9,5,22.750304247576395
4,4,1,72.04920512791783
5,2,5,72.56172983111053
6,7,1,87.18150802353304
7,6,1,128.77162374086234
8,3,1,130.5379137188822
9,4,4,170.35956574567092
10,6,6,182.05040188145063
11,8,8,204.4057538747223
12,2,5,206.6038679015861
13,3,5,249.04273266209546
14,7,5,287.0075605215307
15,5,2,293.3050706764621
16,8,6,319.6918212657699
17,1,6,357.7792372162742
18,0,3,391.0010658683102
19,0,9,419.394453478279
20,9,0,430.69620739313564
21,2,9,435.21348185428843
22,0,1,435.62319706384056
23,0,5,436.5672027671774
24,4,0,441.91500770254504
25,6,0,443.7026057400188
26,9,8,447.06898418191105
27,0,5,451.26085415270654
28,1,0,452.4854635013003
29,0,9,452.837376299654
30,2,0,453.6359542231414
31,0,7,458.2130974509115
32,0,2,458.24378777628414
33,8,0,459.1012426740101
34,0,9,460.18743722370135
35,0,9,461.32156357332474
36,0,4,464.6966744016389
37,4,0,465.3596239528269
38,3,0,466.3986537170436
39,5,0,466.9689562032188
40,2,9,469.5963280022586
41,0,5,470.1071977286543
42,6,0,470.3124504936094
43,8,8,472.00546384679535
44,0,3,472.4934828695783
45,0,7,472.9539970445809
46,0,4,473.1159154139337
47,0,6,473.1949413058117
48,0,3,474.3975335829197
49,0,3,475.0635364226444
50,0,3,475.4965290216514
51,1,0,475.7268582588271
52,3,0,476.485708015526
53,0,2,476.9353448926414
54,4,0,477.7747286275477
55,0,4,477.8973533152272
56,0,5,477.93462442795607
57,0,3,478.27852464798514
58,0,9,480.7117524068369
59,0,7,480.8182667154754
60,0,4,481.5491685138975
61,0,8,482.3478566789106
62,0,1,483.2940101840874
63,0,8,483.34135159237184
64,0,3,484.0078153663771
65,6,0,484.83011215924165
66,0,1,487.11037896041694
67,0,2,487.3497476309795
68,0,8,488.21209144898404
69,0,4,488.41938434682646
70,0,2,489.2090681010494
71,0,5,489.81500560069566
72,0,1,489.92594802431944
73,0,7,490.65060269039816
74,0,6,491.51235464984995
75,0,1,491.7976078830358
76,0,3,495.5980572909283
77,0,5,496.02703836016235
78,0,9,497.1424230281404
79,0,9,498.29029239437756
80,0,6,498.8351213093773
81,0,2,499.8854356817107
82,0,8,503.6632923659038
83,0,3,516.165455202777
84,0,1,517.6416122418357
85,0,7,517.7249736298634
86,0,6,522.7555712817085
87,8,4,535.3869248738637
88,0,2,538.5021967075419
89,0,7,541.6755346694473
90,0,7,582.2559355384649
91,5,0,618.2400559650007
92,0,3,698.7135591997649
93,7,0,756.4343592217766
94,0,3,759.6450137269819
95,9,0,760.8321834499442
96,0,5,761.1312767488898
97,0,7,761.1872926523498
98,3,5,761.6127152377861
99,7,7,763.8318840884798
100,9,0,766.4978745820106
101,6,6,767.8686228251067
102,4,0,772.1531672541287
103,2,5,775.018061257149
104,0,4,780.9968568540925
105,6,2,783.1368569486838
106,0,4,802.9690620128598
107,5,0,818.897016923883
108,9,0,827.839816107681
109,4,0,830.5347043636333
110,1,2,832.2280296765982
111,0,8,846.8321144992645
112,7,3,850.5516462221483
113,0,2,861.7148892278135
114,4,4,872.6923697952749
115,7,0,877.9708489014259
116,8,3,932.7486430576898
117,0,6,942.884049151039
118,0,6,948.0021556777597
119,6,6,955.3801750870026
120,6,3,956.9849773326521
121,4,1,1014.8967862863992
122,8,0,1064.0454516752966
123,6,0,1088.5423396571205
124,7,4,1100.3248817271196
125,1,0,1100.951132500261
126,8,0,1112.7890784552492
127,1,0,1117.0027542571622
128,7,0,1117.1427883590227
129,8,0,1118.6310373144013
130,5,7,1120.226110645044
131,9,0,1124.3366741118045
132,7,0,1126.257604762094
133,8,0,1126.51299096059
134,6,0,1128.065234207909
135,1,0,1128.5947860486278
136,3,0,1129.0227596250925
137,3,6,1129.2576391174766
138,9,8,1129.370927735806
139,9,0,1129.4217298233102
140,7,0,1129.8628628167255
141,3,0,1129.911682544592
142,5,0,1130.8325430890854
143,7,0,1131.367980886321
144,8,0,1131.555840332883
145,9,0,1135.4884804531002
146,6,0,1136.1697504084955
147,7,0,1138.1949228125206
148,4,3,1138.4350661358615
149,6,0,1141.220184258137
150,3,0,1142.1353451259479
151,9,0,1142.863453084421
152,4,4,1143.466935889441
153,7,0,1143.4779769908384
154,9,0,1143.5969484608152
155,4,0,1144.3443721867436
156,6,0,1144.5472485409505
157,1,5,1145.687393509012
158,0,4,1146.4103322012736
159,1,0,1146.4712222044107
160,4,0,1147.3187374937647
161,2,2,1147.6024333301852
162,0,6,1148.3555681312143
163,6,0,1149.3068755645418
164,9,0,1150.0611366298108
165,7,0,1150.9736679234359
166,1,0,1151.8491283124088
167,6,0,1152.090271201373
168,6,0,1152.225663470851
169,4,0,1152.747177732518
170,6,0,1155.51470408558
171,8,0,1155.9223570968243
172,2,8,1156.7051673452904
173,2,0,1159.1672012339259
174,6,0,1160.2687743369631
175,2,0,1160.6962702255098
176,4,0,1162.1888569377259
177,7,0,1162.2233620712125
178,1,0,1163.159147042125
179,4,0,1163.8093214002834
180,0,5,1165.0441419100275
181,1,0,1168.4633948860153
182,8,8,1172.2615284517772
183,6,0,1174.1933474114985
184,2,0,1174.7508029789012
185,5,0,1175.5207459291619
186,0,5,1177.5600418314793
187,7,7,1181.6739035487515
188,4,0,1182.7360580143434
189,5,4,1182.7459279697453
190,4,0,1189.8362547743532
191,8,0,1194.3394339409833
192,1,0,1198.885007487899
193,2,0,1201.6559618616468
194,6,0,1213.604476547403
195,7,0,1239.4114447341212
196,9,0,1271.881367129411
197,5,0,1283.026490154441
198,8,0,1295.8499562796856
199,7,4,1310.788714267573
200,9,4,1331.1542838401476
201,3,4,1342.01403002602
202,4,1,1342.9258876212023
203,8,4,1372.3815333895404
204,4,3,1373.194167783079
205,8,3,1375.6729443620509
206,2,5,1461.5562231104832
