id,origin,destination,arrival_time
0,3,8,41.11076471851843
1,4,8,79.93406635403642
2,1,2,152.52945346915476
3,9,7,155.26162379283113
4,3,6,166.83161687650883
5,9,1,197.2698072570746
6,5,8,212.22345425659586
7,7,2,255.5915784166045
8,9,4,319.8830778331538
9,8,1,325.5038811755589
10,0,6,364.8843467598802
11,5,9,379.9731024023482
12,0,8,392.77773515511694
13,0,3,416.9968640718773
14,0,4,421.15581823436406
15,0,3,425.49486189124593
16,0,7,425.9186766250156
17,0,3,428.00094172019664
18,0,4,430.5565246038178
19,5,0,436.38664478135587
20,1,9,441.6306893393911
21,5,2,444.1948946897329
22,2,0,445.0889508682295
23,0,5,447.8682748438408
24,0,7,449.518816983771
25,0,3,450.4438071986909
26,8,0,452.5804074313808
27,0,9,454.7257847932316
28,0,2,454.99415837044296
29,6,5,456.0612259261441
30,0,3,459.65814251015064
31,4,9,459.97869049614974
32,4,0,460.066142178351
33,0,4,464.3853704969845
34,0,5,464.40642250482375
35,8,0,464.67944665297625
36,9,9,467.2481724645107
37,8,0,469.97220576657674
38,0,5,470.75951247668047
39,2,6,473.1332923380005
40,0,8,473.3305591502603
41,7,0,473.7987175323196
42,0,4,473.79878335497756
43,0,4,473.88146846233695
44,0,2,475.01661752817586
45,4,8,475.6268465361499
46,0,9,475.74292072378233
47,0,4,477.2958930134228
48,0,2,477.6729172972784
49,2,4,477.94852242104
50,0,3,478.4030487192161
51,0,1,478.4844570272608
52,0,7,478.7644287413901
53,2,8,479.32825501394524
54,0,7,480.26298299945466
55,0,2,480.93647649526906
56,6,8,481.1983995245062
57,0,5,481.3137311971062
58,0,2,481.7766890260108
59,0,2,481.9694730292327
60,0,3,483.49168617195517
61,0,2,483.76665287269594
62,0,8,484.55229354493827
63,0,6,485.68862611721926
64,1,7,486.1262368362426
65,0,3,486.27238387538983
66,0,9,487.09203599254204
67,0,3,487.28972558349204
68,3,0,488.086267719987
69,0,5,490.77792182618305
70,0,1,493.0949763060221
71,0,6,493.31279462549185
72,5,0,497.9579827516583
73,0,6,497.9600769916283
74,0,4,498.1400042276462
75,0,1,498.3340898205663
76,0,8,499.11182165345224
77,0,3,499.21961548948616
78,0,6,499.31535851557453
79,0,9,499.74383684927807
80,0,9,500.1285661299539
81,0,7,500.9350085853664
82,0,8,504.570005174471
83,0,1,505.41141979563923
84,0,1,507.6973298042237
85,6,2,508.88689470996
86,0,4,510.1299542653896
87,0,9,510.48646464660675
88,0,9,510.7140942902174
89,0,3,511.3427231805171
90,2,0,511.8551396484972
91,0,2,513.9679636535337
92,1,0,515.1090608087541
93,0,7,516.0471540682834
94,0,7,517.1840498407176
95,0,6,520.2501313039369
96,0,2,526.261537860622
97,6,4,530.0190683271811
98,0,6,538.3185030285346
99,0,4,543.468822888264
100,0,8,554.3934149463483
101,4,0,569.103209668422
102,0,9,569.9262326267846
103,0,8,592.1320111670879
104,0,7,603.3757517508941
105,2,0,608.3547115624783
106,3,7,618.9123464266823
107,3,8,631.5592663459859
108,8,0,632.6706556972804
109,6,7,635.4213024677663
110,0,7,657.8546494095101
111,2,0,683.4296126790391
112,8,5,689.0942251825779
113,0,7,690.1672413006942
114,2,0,717.4368928033269
115,1,2,747.8608621945148
116,1,0,749.4456112264804
117,8,0,750.5693207960276
118,2,6,751.2400073794973
119,2,0,751.5806885165675
120,1,0,751.9384094062115
121,0,9,752.8937810480919
122,0,7,754.1746289198935
123,0,4,754.4628368047415
124,0,2,754.5856565978063
125,6,0,755.137971586752
126,3,3,756.2734933320822
127,2,0,757.7221460419538
128,1,1,761.1784286513788
129,3,0,761.4013405972969
130,9,6,761.5697842838782
131,2,5,762.2016604313989
132,0,3,762.9057338617657
133,5,6,764.033180986621
134,8,1,764.3236348061442
135,9,2,766.0074246924579
136,5,0,768.6014849763449
137,9,8,770.4916141529858
138,3,0,775.0498685862027
139,8,0,775.3009206140337
140,0,2,779.2073028821358
141,2,0,785.9947641977876
142,5,1,786.1599863612862
143,8,6,809.3610770014391
144,4,0,821.786994295539
145,6,0,838.4352422685065
146,0,4,840.5429411592195
147,7,1,853.9773220199153
148,7,0,880.6375420450888
149,1,6,885.363900627887
150,8,0,909.5060497285241
151,2,4,953.3191998832933
152,5,8,1018.8266494184413
153,5,0,1020.3190778758845
154,6,0,1032.029422803251
155,9,0,1033.537572626977
156,0,1,1052.2624275040637
157,3,0,1072.555835142296
158,3,0,1083.1545746294082
159,4,0,1086.105064468662
160,5,0,1087.0562427197506
161,2,0,1090.255584936754
162,1,0,1092.7595123596577
163,1,0,1094.0923886849575
164,3,0,1094.4307748551673
165,7,0,1094.8648866600056
166,1,0,1098.0956233112747
167,5,0,1100.8482390500171
168,9,7,1101.9573136680624
169,6,9,1102.6140463985423
170,2,0,1103.476396173496
171,7,3,1105.6313415701288
172,6,0,1105.738285061712
173,7,0,1106.425621752928
174,7,0,1106.6790157496616
175,9,0,1108.653379748056
176,3,0,1111.4910372803624
177,7,0,1112.200386683337
178,1,0,1113.5742990028486
179,7,0,1115.3513308442632
180,7,0,1116.2319853336849
181,3,9,1116.6030681839884
182,1,1,1116.7172845915359
183,9,0,1117.0833593778543
184,9,0,1117.8106587785517
185,1,9,1119.0161719569776
186,9,0,1119.1067507007097
187,4,0,1119.3735966428949
188,7,0,1120.9052897605945
189,1,0,1123.3047977493989
190,3,0,1125.1434644495926
191,6,0,1125.1558562685398
192,3,0,1126.9966714407838
193,3,0,1127.2194155239363
194,3,0,1127.8203480854133
195,2,0,1127.8941786172043
196,4,0,1128.210080841221
197,6,0,1128.384414283427
198,1,0,1128.7652308531476
199,1,5,1128.793783713661
200,4,0,1130.077780346668
201,1,0,1130.327613957855
202,8,1,1133.8997941063312
203,1,0,1135.7236536431935
204,5,0,1137.8102425533941
205,9,0,1137.8504133971235
206,2,0,1138.1398745463819
207,4,0,1138.3604725557325
208,6,0,1139.1990951537302
209,2,0,1139.509207072556
210,3,0,1139.7652409227062
211,6,6,1140.1381086115823
212,6,0,1140.7016414766044
213,3,0,1140.8407247802052
214,3,0,1141.4527471008116
215,1,0,1141.7093810143904
216,3,0,1142.4097585322936
217,6,0,1143.5389897028356
218,4,0,1144.0948377714515
219,4,3,1144.5091313687942
220,5,0,1145.4264741050777
221,9,6,1145.4895614484806
222,0,1,1145.680446363882
223,8,0,1146.4212030185615
224,7,0,1148.3330501475286
225,7,6,1148.591157129467
226,6,0,1148.8893415677398
227,3,0,1149.0731964301526
228,0,8,1150.6393985292466
229,5,0,1151.1197473269256
230,3,4,1153.3843725381512
231,4,0,1153.70407666105
232,3,0,1154.0870218565851
233,7,0,1154.820697188067
234,3,0,1155.4932008301912
235,5,0,1155.5584465661652
236,2,0,1156.658667098876
237,9,0,1157.192537161219
238,3,0,1159.9091139289953
239,4,0,1162.3941379142018
240,9,0,1162.6019550877677
241,6,0,1167.5381907361937
242,9,0,1168.4413230569157
243,5,0,1170.5409654734926
244,8,0,1171.4575240449253
245,7,6,1171.9967593109714
246,4,0,1173.2450589348598
247,7,0,1175.5019767548652
248,8,0,1176.138046913045
249,5,0,1176.280336619078
250,7,0,1178.3287648481398
251,3,9,1179.0060472609198
252,7,0,1182.366909264054
253,1,2,1182.67050798757
254,0,7,1183.7879705299554
255,3,0,1184.7815844265094
256,8,0,1188.874506111116
257,2,0,1196.1545896663824
258,3,0,1219.4417409097243
259,7,6,1231.1632517025864
260,3,0,1242.9072837392318
261,9,0,1252.1074921904913
262,5,9,1254.5116870533604
263,2,4,1256.2647769079413
264,3,8,1282.1337911247504
265,1,0,1296.059124691477
266,9,2,1302.4903778161251
267,4,0,1319.9166381183813
268,6,7,1339.620436701362
269,5,4,1363.6199096973123
270,2,3,1363.7646860475513
271,5,2,1372.7885758337109
272,8,1,1373.4949209197316
273,2,4,1378.3748587559842
274,8,2,1408.9146161696074
275,4,8,1510.8969026031302
276,1,6,1511.2236594836606
277,6,7,1533.4881673855662
278,3,1,1541.134957797798
279,3,1,1546.9186347655532
280,1,1,1574.997946585714
281,7,1,1587.0445614799648
282,4,2,1595.395086805003
283,7,2,1617.2536410587504
284,9,6,1624.5143805684058
285,9,8,1640.1371686989655
286,9,2,1641.0607883445005
287,3,3,1662.473985529038
288,9,3,1670.4402758724257
289,3,2,1692.2166800349423
290,2,6,1695.1519075048618
291,4,7,1720.2373426953689
292,4,3,1776.6615125773358
293,9,6,1782.2578910899153
294,8,9,1785.045864342734
295,8,5,1786.474943324524
296,1,2,1787.3839534154404
297,6,3,1797.6181137260483
298,0,4,1806.561829322403
299,0,3,1850.1844287807521
300,0,2,1853.6308873385053
301,1,0,1856.5645980871882
302,0,9,1868.3524512516153
303,0,6,1887.6631125133702
304,0,4,1892.3865309703847
305,0,7,1895.5077281378615
306,0,6,1895.6695328568203
307,0,4,1896.8678529934366
308,0,6,1899.0699458724985
309,0,6,1901.521639655809
310,0,1,1902.543953545128
311,0,7,1904.101026633781
312,0,6,1906.0925817791694
313,9,4,1906.1276137218722
314,0,1,1906.7551445410843
315,0,8,1908.6387966880447
316,0,9,1910.128961290009
317,0,6,1912.0838618265889
318,0,1,1913.038631393175
319,0,4,1915.2200306852683
320,0,6,1915.5260444192995
321,2,0,1915.7988958501608
322,9,0,1916.8391346674507
323,6,0,1918.0026520667966
324,5,3,1919.0025236333504
325,2,4,1919.0334014543225
326,0,5,1919.5902912309944
327,0,3,1920.096363212454
328,0,1,1920.1931295820357
329,0,7,1920.3612509168743
330,0,6,1920.7889386140596
331,0,4,1921.3834134586464
332,0,1,1921.49536868793
333,0,2,1921.7306722788346
334,0,9,1921.9202189197122
335,5,0,1922.2122631556704
336,0,5,1923.2627353497724
337,0,3,1924.0069526368495
338,4,5,1924.0714688991288
339,0,7,1924.0807765462484
340,2,1,1926.2369307680833
341,8,0,1926.2437528526548
342,9,0,1927.1683813745565
343,0,4,1928.8498811873735
344,0,4,1930.7309825609746
345,0,7,1931.6211811046421
346,0,2,1932.9061667360893
347,9,1,1934.3642795927492
348,8,3,1934.7775595145454
349,0,5,1934.7898015351036
350,0,9,1934.8500524651895
351,0,8,1936.10866302278
352,5,0,1937.981305607385
353,2,0,1939.0571024287422
354,0,3,1940.5499430998682
355,0,8,1940.6192564139292
356,0,2,1940.8053695907777
357,9,0,1945.5190185509996
358,0,7,1946.0727874257523
359,0,2,1946.1193178271892
360,0,3,1946.913905281964
361,0,7,1946.9486675230455
362,0,3,1947.5112220338476
363,4,2,1948.7211694710613
364,0,6,1949.158753423809
365,0,2,1953.2401583869287
366,0,8,1954.6507015622476
367,0,8,1956.0564788060558
368,0,8,1956.8145670401957
369,0,8,1957.010615147945
370,0,8,1957.3732307498817
371,0,8,1957.4109870720035
372,0,6,1967.5456459843094
373,8,1,1973.345562500251
374,0,3,1973.9683499113994
375,0,2,1987.4880203296277
376,6,9,2106.9139909584587
377,0,5,2153.6142649716003
378,5,0,2175.1514139999467
379,0,2,2175.8552419318016
380,4,0,2176.4766283653266
381,0,6,2177.5831800625742
382,0,2,2177.9218245155544
383,6,9,2182.4702881259323
384,4,0,2183.863832584491
385,0,7,2183.967911778653
386,0,8,2184.931389417208
387,4,5,2186.4130051161346
388,5,1,2186.498692644529
389,4,0,2186.8140031622092
390,1,2,2188.3489467074446
391,7,2,2189.924073446988
392,0,8,2191.67874414421
393,6,2,2195.355138449282
394,0,4,2196.192072852503
395,0,4,2198.1698866940183
396,8,0,2198.7899448145486
397,0,7,2202.487242439424
398,0,5,2203.2864477852268
399,3,0,2204.238038431154
400,4,2,2204.658305139261
401,0,7,2204.8551661477054
402,0,2,2206.9407467755495
403,0,6,2209.130599392064
404,6,1,2209.584507260434
405,0,8,2211.570212595473
406,3,0,2215.0001415359598
407,8,2,2218.847697708719
408,8,2,2220.1963665318085
409,0,3,2245.114426581142
410,5,0,2260.0309163093625
411,8,2,2274.907337826599
412,2,0,2293.6830075047633
413,0,7,2316.4896565052027
414,3,5,2330.0841704845984
415,0,8,2339.7388842529604
416,0,6,2358.1089116041235
417,1,0,2361.186852471541
418,8,0,2389.3206901410795
419,2,7,2410.155765828186
420,0,4,2416.2291379014887
421,0,6,2420.742887660374
422,6,4,2448.413063569916
423,2,0,2456.8155000651036
424,9,1,2457.995023399783
425,4,0,2461.8975618927675
426,5,0,2482.378514163464
427,3,9,2491.7801531669575
428,2,0,2494.5802638765167
429,2,0,2499.925615863022
430,8,0,2520.4668720171007
431,1,0,2524.3027620979497
432,5,0,2526.1552391281484
433,1,9,2534.8273321681754
434,2,0,2534.842995963861
435,4,0,2539.677233159067
436,9,0,2543.537352988951
437,8,0,2552.963051190962
438,2,3,2553.446834852686
439,0,7,2557.1656594930323
440,9,0,2557.589643526301
441,1,0,2558.174092758921
442,8,0,2560.2413080043525
443,9,0,2562.8010092528184
444,8,6,2562.8733501155693
445,6,0,2564.2032689163575
446,7,0,2565.8286714700034
447,2,0,2567.49454037275
448,3,0,2569.145864172449
449,5,0,2570.9837100867503
450,1,0,2572.384902582768
451,8,0,2573.3091186270167
452,8,0,2573.980599738586
453,5,0,2573.9890829935434
454,6,0,2574.8381456128204
455,4,0,2576.321637896092
456,5,0,2577.458449474254
457,0,9,2577.5027474280632
458,1,0,2578.351308108673
459,9,0,2578.733546851558
460,4,0,2579.0599875835974
461,4,0,2579.096936765041
